,Number,Initial Impact Location_x,Principal Damage Location_x,Extent of Damage_x,Vehicle Type_x,Vehicle Use_x,V_Age_x,Initial Impact Location_y,Principal Damage Location_y,Extent of Damage_y,Vehicle Type_y,Vehicle Use_y,V_Age_y
337,201704042017009468             ,06,06,02,04,01,14.0,12,12,03,01,02,0.3
338,201704042017009485             ,01,01,04,01,01,17.0,01,01,02,01,01,17.0
339,201704042017009517             ,12,12,03,05,01,22.0,06,06,04,01,01,1.0
340,201704042017009521             ,12,12,04,01,01,18.0,06,06,03,04,01,3.0
341,201704042017009549             ,11,11,02,01,01,6.0,03,03,02,01,01,8.0
342,201704042017009558             ,12,12,04,01,01,5.0,06,06,03,01,01,2.0
343,201704042017009607             ,09,09,03,02,01,15.0,12,12,04,01,01,5.0
344,201704042017009659             ,06,06,02,20,02,2.0,06,06,02,20,02,2.0
345,201704042017009677             ,12,12,04,01,01,13.0,12,12,02,01,01,13.0
346,201704042017009789             ,11,11,02,25,02,11.0,08,08,03,01,01,4.0
347,201704042017009820             ,11,11,03,03,02,2.0,05,05,02,01,01,15.0
348,201704042017009865             ,12,12,02,01,01,14.0,06,06,02,01,01,5.0
349,201704042017009868             ,12,12,04,07,01,15.0,12,12,02,07,01,15.0
350,201704042017009923             ,01,01,04,05,01,14.0,01,01,04,01,01,10.0
351,201704042017009934             ,01,01,03,01,01,4.0,11,11,03,04,01,0.5
352,201704042017009960             ,11,11,02,01,01,8.0,03,03,02,01,01,5.0
353,201704042017010034             ,12,12,02,03,01,4.0,03,03,04,01,01,7.0
354,201704042017010091             ,12,12,03,01,01,3.0,09,09,04,01,01,6.0
355,201704042017010097             ,11,11,02,01,01,2.0,05,05,02,01,01,5.0
356,201704042017010100             ,12,12,02,01,01,15.0,06,06,02,01,01,0.5
357,201704042017010150             ,12,12,03,05,01,14.0,06,06,03,01,01,9.0
358,201704042017010202             ,02,03,02,01,01,0.5,07,07,02,05,02,10.0
359,201704042017010543             ,01,01,03,01,01,8.0,05,05,02,01,01,3.0
360,201704042017010554             ,09,09,02,01,01,17.0,09,09,02,01,01,17.0
361,201704042017011059             ,12,12,04,22,02,5.0,09,09,02,22,02,1.0
362,201704042017011158             ,12,12,04,01,01,9.0,06,06,02,05,01,13.0
363,201704042017011235             ,12,12,02,05,02,4.0,12,12,02,05,02,4.0
364,201704042017011296             ,06,06,03,04,01,9.0,12,12,04,04,01,0.5
365,201704042017011316             ,06,17,01,23,02,3.0,12,12,02,03,02,4.0
366,201704042017011491             ,12,12,03,05,01,5.0,06,06,03,01,01,4.0
367,201704042017011507             ,12,12,02,01,01,5.0,06,06,03,01,01,15.0
368,201704042017011511             ,12,12,03,01,01,14.0,06,06,03,01,01,12.0
369,201704042017011528             ,12,12,04,01,01,15.0,06,06,02,01,01,4.0
370,201704042017011589             ,05,05,02,01,01,14.0,09,09,02,04,01,5.0
371,201704042017011599             ,01,01,04,01,01,12.0,01,01,02,01,01,12.0
372,201704042017011625             ,12,12,02,01,01,13.0,06,06,02,01,01,3.0
373,201704042017011654             ,01,01,03,01,01,23.0,12,12,03,01,01,6.0
374,201704042017011675             ,12,12,02,20,02,10.0,09,09,04,01,01,1.0
375,201704042017011706             ,12,12,04,01,02,11.0,06,06,03,03,02,0.5
376,201704042017011759             ,02,02,04,01,01,7.0,02,02,04,01,01,19.0
377,201704042017011904             ,01,01,04,01,01,1.0,09,09,02,25,02,11.0
378,201704042017011917             ,12,12,04,01,01,5.0,12,12,02,01,01,5.0
379,201704042017011958             ,10,10,03,01,01,12.0,01,01,04,01,01,11.0
380,201704042017011964             ,12,12,04,01,01,1.0,12,12,02,01,01,1.0
381,20170404A310-2017-00013A       ,12,12,02,01,01,11.0,06,06,02,04,01,5.0
382,20170404A310-2017-00014A       ,01,01,04,01,01,21.0,01,01,02,01,01,21.0
383,20170404A310-2017-00017A       ,12,12,03,04,01,12.0,12,12,02,04,01,12.0
384,20170404A310-2017-00022A       ,12,12,03,01,01,12.0,06,06,02,01,01,7.0
385,20170404A310-2017-00028A       ,06,06,02,01,01,15.0,12,11,03,04,01,1.0
386,20170404A310-2017-00063A       ,08,08,04,01,01,18.0,01,01,03,04,01,13.0
387,20170404A310-2017-00066A       ,09,09,02,01,01,12.0,03,03,02,01,01,16.0
388,20170404A310-2017-00071A       ,03,03,03,02,01,4.0,09,09,03,02,01,4.0
389,20170404A310-2017-00077A       ,11,11,02,25,02,5.0,03,03,03,05,02,0.5
390,20170404A310-2017-00078A       ,08,08,02,01,01,6.0,02,02,02,01,01,2.0
391,20170404A310-2017-00091A       ,01,01,03,25,02,12.0,07,07,03,01,01,12.0
392,20170404A310-2017-00095A       ,12,12,02,01,01,13.0,06,06,02,04,01,9.0
393,20170404A310-2017-00102A       ,02,02,03,01,01,0.5,08,08,03,05,02,4.0
394,20170404A310-2017-00123A       ,03,03,03,01,01,9.0,11,11,02,25,02,10.0
395,20170404A310-2017-00127A       ,12,12,03,05,01,13.0,06,06,03,02,01,12.0
396,20170404A310-2017-00132A       ,12,12,03,01,01,18.0,06,06,03,05,01,0.5
397,20170404A310-2017-00134A       ,10,10,03,05,01,7.0,03,03,03,01,01,6.0
398,20170404A310-2017-00135A       ,14,14,02,25,02,10.0,14,14,04,25,01,18.0
399,20170404A310-2017-00137A       ,09,09,04,01,01,0.5,01,01,02,25,02,1.0
400,20170404A310-2017-00148A       ,12,12,04,01,01,10.0,12,12,02,01,01,10.0
401,20170404A310-2017-00155A       ,12,12,03,01,01,1.0,12,12,02,01,01,1.0
402,20170404A310-2017-00157A       ,10,10,02,01,01,10.0,04,04,02,01,01,13.0
403,20170404A310-2017-00168A       ,12,12,04,01,01,5.0,12,12,02,01,01,5.0
404,20170404A310-2017-00170A       ,11,11,04,01,01,10.0,11,11,02,01,01,10.0
405,20170404A310-2017-00171A       ,12,12,04,01,01,7.0,12,12,02,01,01,7.0
406,20170404A310-2017-00173A       ,12,12,04,01,01,14.0,06,06,02,04,01,8.0
407,20170404A310-2017-00183A       ,09,09,04,01,01,12.0,09,09,02,01,01,12.0
408,20170404A310-2017-00189A       ,12,12,04,01,01,9.0,06,06,03,04,01,13.0
409,20170404A310-2017-00192A       ,11,11,03,01,01,0.5,04,04,02,01,01,2.0
410,20170404A310-2017-00196A       ,11,11,04,01,01,5.0,10,02,04,01,01,10.0
411,20170404A310-2017-00204A       ,12,12,03,01,01,5.0,06,12,03,01,01,9.0
412,20170404A310-2017-00207A       ,12,09,04,01,01,25.0,12,12,04,04,01,12.0
413,20170404A310-2017-00209A       ,12,12,03,05,02,6.0,06,17,01,05,01,10.0
414,20170404A310-2017-00210A       ,10,10,02,01,01,22.0,03,03,02,01,01,2.0
415,20170404A310-2017-00217A       ,12,12,02,01,01,16.0,06,06,02,01,01,11.0
416,20170404A310-2017-00220A       ,12,12,04,01,01,13.0,12,12,02,01,01,13.0
417,20170404A310-2017-00230A       ,12,12,02,04,01,21.0,06,06,02,04,01,11.0
418,20170404A310-2017-00246A       ,12,12,04,01,01,1.0,06,12,04,04,01,11.0
419,20170404A310-2017-00249A       ,02,02,02,25,02,0.5,99,99,02,02,02,13.0
420,20170404A310-2017-00251A       ,12,12,02,01,01,20.0,06,06,02,01,01,4.0
421,20170404A310-2017-00256A       ,10,10,02,02,01,11.0,02,02,02,01,01,1.0
422,20170404A310-2017-00269A       ,12,12,03,02,01,22.0,06,06,02,05,01,0.5
423,20170404A310-2017-00274A       ,10,10,03,01,01,10.0,03,03,03,04,01,3.0
424,20170404A310-2017-00276A       ,10,10,02,01,01,19.0,02,02,02,05,01,14.0
425,20170404A310-2017-00279A       ,03,03,04,05,01,50.0,03,03,02,05,01,50.0
426,20170404A310-2017-00282A       ,12,12,02,01,01,12.0,06,06,02,04,01,7.0
427,20170404A310-2017-00283A       ,11,11,03,01,01,23.0,05,05,03,01,02,8.0
428,20170404A310-2017-00287A       ,12,12,04,01,01,10.0,06,06,03,01,01,5.0
429,20170404A310-2017-00290A       ,11,11,04,01,01,2.0,11,11,02,01,01,2.0
430,20170404A310-2017-00293A       ,12,12,04,01,01,8.0,06,06,02,05,01,22.0
431,20170404A310-2017-00296A       ,12,12,02,01,01,17.0,06,06,02,03,02,3.0
432,20170404A310-2017-00297A       ,03,11,03,01,01,8.0,11,11,02,04,01,10.0
433,20170404A310-2017-00301A       ,12,12,04,01,01,9.0,10,01,04,01,01,3.0
434,20170404A310-2017-00309A       ,10,10,02,01,01,3.0,10,10,02,04,01,3.0
435,20170404A310-2017-00311A       ,01,01,03,01,01,5.0,07,07,03,01,01,3.0
436,20170404A310-2017-00320A       ,10,10,03,01,01,13.0,04,04,01,05,02,1.0
437,20170404A310-2017-00325A       ,09,09,02,01,01,11.0,03,03,02,01,01,4.0
438,20170404A310-2017-00328A       ,02,02,03,01,03,2.0,04,04,03,04,01,9.0
439,20170404A310-2017-00329A       ,12,12,04,04,01,1.0,06,06,03,04,01,3.0
440,20170404A310-2017-00334A       ,04,04,02,01,01,10.0,10,10,02,01,02,2.0
441,20170404A310-2017-00337A       ,12,12,04,05,01,10.0,06,06,04,01,01,25.0
442,20170404A310-2017-00338A       ,12,12,04,01,01,10.0,12,12,02,01,01,10.0
443,20170404A310-2017-00342A       ,12,12,03,01,01,30.0,06,06,04,01,01,6.0
444,20170404A310-2017-00343A       ,12,00,02,01,01,4.0,06,06,02,01,01,0.5
445,20170404A310-2017-00344A       ,10,10,02,25,02,2.0,04,04,03,01,01,3.0
446,20170404A310-2017-00347A       ,12,12,04,01,01,14.0,06,06,03,04,01,2.0
447,20170404A310-2017-00348A       ,04,04,02,01,01,6.0,04,04,02,01,01,6.0
448,20170404A310-2017-00352A       ,07,07,03,01,01,5.0,01,01,03,01,01,3.0
449,20170404A310-2017-00361A       ,03,03,03,04,01,11.0,03,03,02,04,01,11.0
450,20170404A310-2017-00371A       ,01,01,04,01,01,11.0,01,01,02,01,01,11.0
451,20170404A310-2017-00373A       ,12,15,04,01,01,18.0,12,15,02,01,01,18.0
452,20170404A310-2017-00375A       ,12,12,04,01,01,15.0,01,01,04,03,02,13.0
453,20170404A310-2017-00376A       ,01,01,04,01,01,7.0,07,07,04,01,01,15.0
454,20170404A310-2017-00377A       ,10,10,04,01,01,10.0,10,10,02,01,01,10.0
455,20170404A310-2017-00378A       ,12,12,02,01,01,7.0,06,06,02,04,01,0.5
456,20170404A310-2017-00381A       ,12,12,02,01,01,11.0,06,06,02,01,01,1.0
457,20170404A310-2017-00385A       ,10,10,03,01,01,4.0,04,04,03,05,02,2.0
458,20170404A310-2017-00386A       ,02,02,02,01,01,23.0,08,08,02,03,02,8.0
459,20170404A310-2017-00389A       ,12,12,03,04,01,1.0,06,06,02,04,01,1.0
460,20170404A310-2017-00390A       ,02,12,04,01,01,13.0,02,12,02,01,01,13.0
461,20170404A310-2017-00392A       ,12,12,04,01,01,9.0,08,08,03,31,02,0.3
462,20170404A310-2017-00393A       ,04,04,03,01,01,2.0,10,10,02,04,01,10.0
463,20170404A310-2017-00395A       ,10,10,03,01,01,1.0,04,04,03,01,01,4.0
464,20170404A310-2017-00407A       ,12,12,02,01,01,5.0,06,06,02,04,01,4.0
465,20170404A310-2017-00410A       ,09,09,02,01,01,1.0,03,03,02,04,01,16.0
466,20170404A310-2017-00411A       ,04,04,04,01,01,7.0,10,10,01,20,02,9.0
467,20170404A310-2017-00417A       ,01,01,04,01,01,9.0,01,01,02,01,01,9.0
468,20170404A310-2017-00422A       ,01,01,04,01,01,1.0,01,01,02,01,01,1.0
469,20170404A310-2017-00427A       ,12,12,04,01,01,8.0,06,06,02,01,01,3.0
470,20170404A310-2017-00432A       ,12,12,04,03,02,2.0,06,06,04,01,01,2.0
471,20170404A310-2017-00435A       ,12,12,03,01,01,5.0,06,06,03,01,01,2.0
472,20170404A310-2017-00438A       ,12,12,02,21,02,10.0,12,12,04,31,02,16.0
473,20170404A310-2017-00442A       ,09,09,02,01,01,14.0,03,03,02,04,01,7.0
474,20170404A310-2017-00443A       ,12,12,02,01,01,4.0,06,06,02,01,01,6.0
475,20170404A310-2017-00445A       ,12,12,03,01,01,6.0,06,06,02,04,02,9.0
476,20170404A310-2017-00452A       ,12,12,02,01,01,4.0,06,06,02,02,02,1.0
477,20170404A310-2017-00455A       ,11,11,03,05,01,2.0,03,03,02,04,01,4.0
478,20170404A310-2017-00456A       ,12,12,02,01,02,7.0,06,06,02,01,01,7.0
479,20170404A310-2017-00460A       ,09,09,02,05,01,4.0,03,03,02,01,01,16.0
480,20170404A310-2017-00463A       ,04,04,02,04,01,2.0,11,11,02,25,02,6.0
481,20170404A310-2017-00468A       ,10,10,03,01,01,11.0,02,02,02,20,02,4.0
482,20170404A310-2017-00472A       ,12,12,04,01,01,2.0,12,12,02,01,01,2.0
483,20170404A310-2017-00478A       ,04,04,03,01,01,4.0,11,11,02,25,02,1.0
484,20170404A310-2017-00479A       ,10,10,02,01,01,14.0,04,04,02,01,01,7.0
485,20170404A310-2017-00480A       ,03,03,01,02,02,5.0,11,11,02,01,01,3.0
486,20170404A310-2017-00481A       ,12,12,03,01,01,9.0,06,06,03,01,01,9.0
487,20170404A310-2017-00484A       ,03,03,03,01,01,4.0,09,09,02,10,02,1.0
488,20170404A310-2017-00485A       ,12,12,04,01,01,7.0,06,06,03,01,01,7.0
489,20170404A310-2017-00488A       ,12,12,04,01,01,2.0,06,06,02,04,01,2.0
490,20170404A310-2017-00492A       ,08,08,04,01,01,11.0,01,01,02,25,02,10.0
491,20170404A310-2017-00499A       ,12,12,04,04,01,12.0,06,06,03,05,01,16.0
492,20170404A310-2017-00501A       ,01,01,02,04,01,11.0,10,10,02,03,02,2.0
493,20170404A310-2017-00505A       ,06,06,02,01,01,9.0,06,06,02,01,01,7.0
494,20170404A310-2017-00512A       ,12,12,03,01,01,14.0,12,12,02,01,01,14.0
495,20170404A310-2017-00516A       ,12,12,02,02,01,14.0,06,06,02,02,01,2.0
496,20170404A310-2017-00523A       ,12,12,04,01,01,6.0,12,12,02,01,01,6.0
497,20170404A310-2017-00524A       ,12,12,03,01,01,2.0,17,17,01,01,01,1.0
498,20170404A310-2017-00525A       ,11,11,04,01,01,8.0,04,04,04,04,01,2.0
499,20170404A310-2017-00529A       ,10,10,03,04,01,16.0,03,03,03,01,01,16.0
500,20170404A310-2017-00531A       ,06,06,03,04,01,2.0,12,12,03,04,01,4.0
501,20170404A310-2017-00554A       ,17,17,01,25,02,1.0,12,12,03,01,01,15.0
502,20170404A310-2017-00555A       ,03,03,02,05,01,8.0,11,11,02,01,01,3.0
503,20170404A310-2017-00556A       ,12,12,02,05,01,16.0,06,06,02,05,01,4.0
504,20170404A310-2017-00560A       ,12,12,02,01,01,7.0,06,06,02,01,01,9.0
505,20170404A310-2017-00572A       ,10,10,03,01,01,5.0,02,02,03,01,01,4.0
506,20170404A310-2017-00581A       ,10,10,03,01,01,1.0,04,04,03,04,01,3.0
507,20170404A310-2017-00590A       ,11,11,02,01,01,16.0,05,05,02,01,01,4.0
508,20170404A310-2017-00592A       ,12,12,02,01,02,1.0,06,06,02,04,01,13.0
509,20170404A310-2017-00595A       ,07,07,02,01,01,13.0,02,02,02,25,02,5.0
510,20170404A310-2017-00596A       ,12,12,04,01,01,11.0,12,12,02,01,01,11.0
511,20170404A310-2017-00599A       ,10,10,02,04,01,15.0,04,04,02,01,01,17.0
512,20170404A310-2017-00602A       ,12,12,02,01,01,3.0,06,06,02,01,01,4.0
513,20170404A310-2017-00603A       ,03,03,02,01,01,9.0,03,03,02,01,01,9.0
514,20170404A310-2017-00611A       ,06,06,02,01,01,5.0,06,06,02,01,01,5.0
515,20170404A310-2017-00612A       ,11,11,04,04,01,3.0,05,05,04,01,01,6.0
516,20170404A310-2017-00618A       ,10,02,03,01,01,25.0,03,03,02,01,01,3.0
517,20170404A310-2017-00624A       ,11,11,02,05,01,17.0,03,03,02,01,01,2.0
518,20170404A310-2017-00636A       ,12,12,02,04,01,6.0,06,06,02,01,01,3.0
519,20170404A310-2017-00639A       ,12,12,04,04,02,9.0,06,06,03,04,01,3.0
520,20170404A310-2017-00651A       ,12,12,03,01,01,1.0,06,06,03,04,01,1.0
521,20170404A310-2017-00657A       ,09,09,02,01,01,9.0,02,02,02,01,01,11.0
522,20170404A310-2017-00661A       ,12,12,02,04,01,13.0,06,06,02,01,01,2.0
523,20170404A310-2017-00670A       ,12,12,04,03,02,11.0,12,12,02,03,02,11.0
524,20170404A310-2017-00671A       ,10,10,02,01,01,3.0,10,10,02,01,01,3.0
525,20170404A310-2017-00672A       ,11,11,04,01,01,3.0,05,05,02,04,01,12.0
526,20170404A310-2017-00676A       ,09,09,02,01,01,3.0,09,09,02,01,01,3.0
527,20170404A310-2017-00683A       ,11,12,02,01,01,6.0,05,05,04,05,01,11.0
528,20170404A310-2017-00685A       ,12,13,04,05,01,9.0,12,13,02,05,01,9.0
529,20170404A310-2017-00692A       ,12,12,02,01,01,10.0,06,06,02,04,01,10.0
530,20170404A310-2017-00703A       ,09,09,04,25,02,14.0,09,09,02,25,02,14.0
531,20170404A310-2017-00704A       ,12,12,02,01,01,7.0,06,12,02,01,01,14.0
532,20170404A310-2017-00705A       ,11,11,03,20,02,22.0,05,05,04,05,01,4.0
533,20170404A310-2017-00708A       ,11,11,02,23,02,1.0,04,04,02,03,02,5.0
534,20170404A310-2017-00709A       ,03,03,02,01,01,10.0,03,03,02,01,01,10.0
535,20170404A310-2017-00713A       ,11,11,02,01,01,13.0,05,05,02,01,01,4.0
536,20170404A310-2017-00723A       ,02,02,02,01,01,9.0,09,09,03,01,01,0.5
537,20170404A310-2017-00728A       ,02,02,03,02,01,16.0,09,09,03,02,01,3.0
538,20170404A310-2017-00729A       ,09,09,02,01,01,5.0,03,03,02,05,02,15.0
539,20170404A310-2017-00739A       ,11,11,02,04,01,1.0,05,05,02,04,01,9.0
540,20170404A310-2017-00749A       ,12,12,03,01,01,1.0,06,06,03,04,01,0.5
541,20170404A310-2017-00752A       ,02,02,02,25,02,2.0,08,08,02,01,01,9.0
542,20170404A310-2017-00753A       ,02,02,03,04,01,11.0,09,09,03,05,01,9.0
543,20170404A310-2017-00754A       ,10,10,03,04,01,17.0,05,05,03,01,01,11.0
544,20170404A310-2017-00760A       ,12,12,04,01,01,1.0,01,01,02,21,02,16.0
545,20170404A310-2017-00763A       ,08,08,04,04,01,5.0,01,01,02,01,01,14.0
546,20170404A310-2017-00764A       ,03,03,02,04,01,14.0,03,03,02,04,01,14.0
547,20170404A310-2017-00765A       ,01,01,03,01,01,11.0,05,05,02,01,01,15.0
548,20170404A310-2017-00768A       ,02,02,02,01,01,5.0,07,07,02,01,01,5.0
549,20170404A310-2017-00773A       ,12,12,02,05,01,18.0,06,12,02,01,01,5.0
550,20170404A310-2017-00777A       ,12,12,02,01,01,34.0,06,06,03,01,01,1.0
551,20170404A310-2017-00778A       ,12,12,03,01,01,14.0,06,06,03,01,01,6.0
552,20170404A310-2017-00785A       ,10,10,02,01,01,2.0,04,04,02,01,01,2.0
553,20170404A310-2017-00793A       ,11,11,04,01,01,4.0,12,12,03,01,01,9.0
554,20170404A310-2017-00795A       ,12,12,02,01,01,11.0,12,12,02,01,01,11.0
555,20170404A310-2017-00796A       ,12,12,04,01,01,3.0,06,06,02,05,01,9.0
556,20170404A310-2017-00802A       ,01,01,04,01,01,5.0,05,05,04,01,01,3.0
557,20170404A310-2017-00805A       ,11,11,02,05,01,27.0,03,03,02,01,01,4.0
558,20170404A310-2017-00817A       ,11,11,02,05,02,1.0,03,03,03,01,01,5.0
559,20170404A310-2017-00825A       ,17,17,01,01,01,12.0,06,06,02,04,01,2.0
560,20170404A310-2017-00856A       ,09,09,02,04,01,12.0,03,03,02,02,02,3.0
561,20170404A310-2017-00866A       ,12,12,03,02,01,5.0,06,06,03,01,01,15.0
562,20170404A310-2017-00870A       ,01,15,04,25,02,7.0,01,15,02,25,02,7.0
563,20170404A310-2017-00871A       ,12,12,02,01,01,2.0,06,06,02,01,01,2.0
564,20170404A310-2017-00874A       ,12,15,03,08,01,15.0,12,15,02,08,01,15.0
565,20170404A310-2017-00875A       ,02,02,02,01,01,33.0,07,07,03,09,02,0.5
566,20170404A310-2017-00878A       ,12,12,04,01,01,15.0,06,06,04,04,01,6.0
567,20170404A310-2017-00879A       ,12,12,02,01,01,7.0,06,06,02,01,01,5.0
568,20170404A310-2017-00883A       ,10,10,02,01,01,17.0,03,03,02,01,01,6.0
569,20170404A310-2017-00892A       ,10,10,03,04,01,13.0,04,04,03,04,01,3.0
570,20170404A310-2017-00893A       ,12,12,04,01,01,11.0,12,12,02,01,01,11.0
571,20170404A310-2017-00899A       ,12,12,04,01,01,7.0,06,06,04,01,01,10.0
572,20170404A310-2017-00900A       ,07,07,03,01,01,2.0,01,01,01,05,01,31.0
573,20170404A310-2017-00902A       ,12,12,02,04,01,1.0,06,06,03,01,01,10.0
574,20170404A310-2017-00903A       ,10,10,02,04,01,3.0,03,03,02,01,01,13.0
575,20170404A310-2017-00913A       ,03,03,04,01,01,1.0,09,09,02,10,02,8.0
576,20170404A310-2017-00918A       ,12,12,04,01,01,13.0,06,06,02,04,01,8.0
577,20170404A310-2017-00923A       ,03,03,04,01,01,7.0,03,03,02,01,01,7.0
578,20170404A310-2017-00927A       ,09,00,02,01,01,19.0,03,03,02,01,01,7.0
579,20170404A310-2017-00934A       ,12,12,04,01,01,5.0,06,06,04,01,00,9.0
580,20170404A310-2017-00945A       ,10,10,03,01,01,8.0,04,04,02,05,01,17.0
581,20170404A310-2017-00947A       ,12,12,04,01,01,3.0,12,12,02,01,01,3.0
582,20170404A310-2017-00950A       ,11,11,02,01,01,11.0,05,05,02,01,01,9.0
583,20170404A310-2017-00958A       ,12,12,04,01,01,8.0,06,12,04,01,01,12.0
584,20170404A310-2017-00959A       ,03,03,03,01,01,5.0,09,09,03,06,01,1.0
585,20170404A310-2017-00971A       ,12,12,03,01,01,15.0,06,06,02,04,01,9.0
586,20170404A310-2017-00979A       ,12,12,04,01,01,8.0,06,06,03,05,01,9.0
587,20170404A310-2017-00980A       ,09,09,02,04,01,14.0,01,01,02,20,02,5.0
588,20170404A310-2017-00983A       ,09,09,03,01,01,19.0,04,04,03,01,01,2.0
589,20170404A310-2017-00984A       ,01,01,02,20,02,20.0,07,07,03,01,01,7.0
590,20170404A310-2017-00985A       ,12,12,02,01,01,15.0,06,06,02,01,01,7.0
591,20170404A310-2017-00990A       ,12,12,02,04,01,14.0,06,06,02,04,01,0.5
592,20170404A310-2017-00991A       ,12,12,02,01,01,4.0,12,12,02,01,01,4.0
